"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"780596336018284544","","","2016-09-27 02:34:03 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Japan?","","","",""
"780410998947713024","","","2016-09-26 14:17:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @lazygamereviews: Your reminder that the most exciting PC game in history was made by IBM in 1983.. https://t.co/kgnpDxI7sp","780256539789651972","97723429","2016-09-26 04:03:50 +0000","https://twitter.com/lazygamereviews/status/780256539789651972/photo/1,https://twitter.com/lazygamereviews/status/780256539789651972/photo/1"
"780410914982027264","","","2016-09-26 14:17:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/RkKqfCSsbL","","","","https://twitter.com/ajamielittle/status/780410914982027264/photo/1"
"780215452110848001","780213678469550080","296622166","2016-09-26 01:20:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@mistydemeo https://t.co/J8I5TvRIMb","","","","https://twitter.com/ajamielittle/status/780215452110848001/photo/1"
"780213712208662528","","","2016-09-26 01:13:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @DrJosh9000: In which @HumbleMacintosh is the true star of the show https://t.co/8gm0wBBxcQ #projectslinky","780199743871852544","15643004","2016-09-26 00:18:09 +0000","https://youtu.be/6pSkEjff-oE,https://youtu.be/6pSkEjff-oE"
"780191019195310080","","","2016-09-25 23:43:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SQLite as an Archive (or an Easy, Compressed Filesystem) https://t.co/az2Yomynoh via @DustinOprea","","","","https://the.randomengineer.com/2016/02/09/sqlite-as-an-archive-or-easy-compressed-filesystem/"
"780189870023118848","","","2016-09-25 23:38:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Excited to be in D.C. for the @APTrust fall meeting ✈️ Amazing Smithsonian atmosphere this weekend for the opening of the NMAAHC","","","",""
"779404902430871552","","","2016-09-23 19:39:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I don’t think I remember what the lines mean… https://t.co/DqWp5NlYA5","","","","https://twitter.com/ajamielittle/status/779404902430871552/photo/1"
"779395965660852224","779394051892183040","1617833695","2016-09-23 19:04:13 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@deweydecimasher I don’t quite remember that, but maybe if the “bits” had started to dissolve","","","",""
"779393188050141184","779392155072815104","1617833695","2016-09-23 18:53:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@deweydecimasher I can't remember any specific Orbitz flavor.. Maybe ""Sweet Water with Gunk""","","","",""
"779390333985681413","779389578016919552","1617833695","2016-09-23 18:41:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@deweydecimasher it paired well with Clearly Canadian https://t.co/lvQN5FsEkF","","","","https://twitter.com/ajamielittle/status/779390333985681413/photo/1"
"779389871051997185","","","2016-09-23 18:40:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @liamosaur: I wish modern mail clients had this functionality that Eudora had 15 years ago https://t.co/JWNMH8PsHv HT @y011 https://t.co…","778754229137571841","36612360","2016-09-22 00:34:11 +0000","http://lowendmac.com/misc/01/1120.html,http://lowendmac.com/misc/01/1120.html,https://twitter.com/liamosaur/status/778754229137571841/photo/1"
"779367900314537984","","","2016-09-23 17:12:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @WestyBlueSlime: Slime pancakes with ice cream, fruit &amp; white chocolate battle commands. #Artnia #WestyInTokyo @DragonQuest @DQDragonsDe…","779353203808825344","3588804868","2016-09-23 16:14:18 +0000","https://twitter.com/WestyBlueSlime/status/779353203808825344/photo/1"
"779367807670743041","","","2016-09-23 17:12:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kevdpow: I wrote a thing! https://t.co/s191toG5wM","779361575635390464","615435739","2016-09-23 16:47:34 +0000","http://library.brown.edu/DigitalTechnologies/workflows-and-tools/,http://library.brown.edu/DigitalTechnologies/workflows-and-tools/"
"778991484183973889","778991189743763456","1685831","2016-09-22 16:16:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@todrobbins @atomotic @The_BFOOL I also updated the ruby bagit tool for ruby 2+ https://t.co/ehEkSmO5wk so it's not totally dead yet","","","","https://github.com/little9/bagit"
"778991189743763456","778987383849037824","3007491","2016-09-22 16:15:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@todrobbins @atomotic @The_BFOOL I better get on the ball!","","","",""
"778986323038334976","778977487955058688","199205892","2016-09-22 15:56:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@atomotic @The_BFOOL that would be really interesting! Do you know if electron will let you access the local filesystem?","","","",""
"778673430719782912","778673107804557312","1685831","2016-09-21 19:13:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ajamielittle I could have my mom mail me the disc, but would prefer to burn an image, and it seems like you can only do it with Toast &lt; 4","","","",""
"778673107804557312","","","2016-09-21 19:11:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Trying to install MacOS9 on a MacMini G4 but it's been harder than I anticipated.  Have any #digitalpreservation folks done this recently?","","","",""
"778628919494705152","","","2016-09-21 16:16:15 +0000","<a href=""https://www.dokonoko.jp"" rel=""nofollow"">Dokonoko</a>","https://t.co/PcGhqi7676","","","","https://www.dokonoko.jp/posts/d51c52ab-d882-4402-a339-b186c415bad9"
"778619815137275904","","","2016-09-21 15:40:04 +0000","<a href=""http://giphy.com"" rel=""nofollow"">Giphy Share</a>","Click to deploy #OAIS https://t.co/YC1BewQzTr https://t.co/OhMMjN2XdE","","","","http://gph.is/2d8Cb9r,https://twitter.com/ajamielittle/status/778619815137275904/photo/1"
"778560811866460162","","","2016-09-21 11:45:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MikeMcQuaid: Today I’m proud to announce Homebrew 1.0.0: https://t.co/ydQcZaqYd3","778519139279335424","8694172","2016-09-21 09:00:01 +0000","http://brew.sh/2016/09/02/homebrew-1.0.0/,http://brew.sh/2016/09/02/homebrew-1.0.0/"
"778343445224165376","777659345240723457","1685831","2016-09-20 21:21:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@ajamielittle @dosnostalgic this was the first DOS game I played at home and I finally finished it this year. https://t.co/YV5ApWjrO9","","","","https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation_%E2%80%93_A_Final_Unity?wprov=sfsi1"
"778300496008343552","","","2016-09-20 18:31:13 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","""Checksum yourself before you wrecksum yourself"" from the Ars Technica macOS Sierra review https://t.co/0HJa8CwaAC https://t.co/0HJa8CwaAC","","","","http://arstechnica.com/apple/2016/09/macos-10-12-sierra-the-ars-technica-review/8/#h1,http://arstechnica.com/apple/2016/09/macos-10-12-sierra-the-ars-technica-review/8/#h1"
"778241138956374017","","","2016-09-20 14:35:21 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Why we use progressive enhancement to build GOV.UK | Technology at GDS https://t.co/sKNoCHzkwM","","","","https://gdstechnology.blog.gov.uk/2016/09/19/why-we-use-progressive-enhancement-to-build-gov-uk/"
"778237203705126912","","","2016-09-20 14:19:42 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","RT @tjowens: ""Engaging the world’s libraries with @Wikipedia —what are the opportunities?"" Work from @WikiLibrary  https://t.co/TimUiWISpt","778236535225380864","10034972","2016-09-20 14:17:03 +0000","https://blog.wikimedia.org/2016/09/19/engaging-libraries-wikipedia/,https://blog.wikimedia.org/2016/09/19/engaging-libraries-wikipedia/"
"778230697278472192","","","2016-09-20 13:53:51 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","AsciiDoc book toolchain released | Julien Danjou https://t.co/dGdVKry2Bp","","","","https://julien.danjou.info/blog/2016/asciidoc-book-toolchain-released"
"778229886070693888","","","2016-09-20 13:50:38 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Commodore Back In Germany - New c64 cases for Christmas 2016 https://t.co/fxPLZ9HFiZ","","","","https://icomp.de/shop-icomp/en/33/items/commodore-back-in-germany.html"
"778229308418555904","777917613301260288","385732608","2016-09-20 13:48:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@elliot_dw do you have your own voicemail message? I still haven't set that up...","","","",""
"778226817366982656","","","2016-09-20 13:38:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SanDisk's 1TB SD card has more storage than your laptop https://t.co/A8MBUBPImo via @Verge","","","","http://www.theverge.com/circuitbreaker/2016/9/20/12986234/biggest-sd-card-1-terabyte-sandisk?utm_campaign=theverge&utm_content=entry&utm_medium=social&utm_source=twitter"
"777925497175019520","","","2016-09-19 17:41:06 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Emacs 25.1 released https://t.co/0WEjzCvYDI","","","","https://lists.gnu.org/archive/html/info-gnu/2016-09/msg00014.html"
"777898444274929664","777898174098931712","1685831","2016-09-19 15:53:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CantabileApp @LSHTMrdm I say that without having used that new feature at all yet...","","","",""
"777898174098931712","777869993870405632","2882859378","2016-09-19 15:52:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CantabileApp @LSHTMrdm Another weird approach would be using Windows' new Ubuntu layer to run wine","","","",""
"777659345240723457","","","2016-09-19 00:03:30 +0000","<a href=""http://giphy.com"" rel=""nofollow"">Giphy Share</a>","https://t.co/N1JgedaGYa https://t.co/HT8laWPS09","","","","http://gph.is/2ciRzPh,https://twitter.com/ajamielittle/status/777659345240723457/photo/1"
"777654114876395520","","","2016-09-18 23:42:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“Win3mu Part 1 —Why I’m writing a 16-bit Windows Emulator” by @CantabileApp https://t.co/T3UTLhcXHW","","","","https://medium.com/@CantabileApp/win3mu-part-1-why-im-writing-a-16-bit-windows-emulator-2eae946c935d#.aen97a1oa"
"776853339015372800","","","2016-09-16 18:40:43 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Web version of O'Reilly's R for Data Science by Garrett Grolemund &amp;
Hadley Wickham https://t.co/rjc7LSoGqH","","","","http://r4ds.had.co.nz/index.html"
"776850385088765952","","","2016-09-16 18:28:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Are you interested in #DataScience, #R and #stats ? The UM Libraries have an open Data Services Librarian position https://t.co/QVZ9mqztoA","","","","https://library.miami.edu/wp-content/uploads/2014/08/JobDescription_DataServicesLibrarian.pdf"
"776848424557772800","","","2016-09-16 18:21:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MSUMapLib: MSUL Gaming Rooms Now Open! See list and reserve! https://t.co/ULhlIdsikk More info:  https://t.co/R9JibcYhkb https://t.co/t…","776803132084985856","3198834928","2016-09-16 15:21:13 +0000","http://catalog.lib.msu.edu/screens/rovi_game.html,http://www.lib.msu.edu/collections/Rovi/gaming/,http://catalog.lib.msu.edu/screens/rovi_game.html,http://www.lib.msu.edu/collections/Rovi/gaming/,https://twitter.com/MSUMapLib/status/776803132084985856/photo/1"
"776823127649189889","776822543672025088","1685831","2016-09-16 16:40:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ajamielittle https://t.co/yODx0NTFRh","","","","https://twitter.com/ajamielittle/status/776823127649189889/photo/1"
"776822543672025088","","","2016-09-16 16:38:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","😍  Autodesk, Inc.
IPO Road Show Slides: 1985 https://t.co/kryvMWA6KX 😍 https://t.co/O9OQqWQSXC","","","","https://www.fourmilab.ch/autofile/images/roadshow_1985/,https://twitter.com/ajamielittle/status/776822543672025088/photo/1"
"776559842362208256","","","2016-09-15 23:14:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A first pass at using Celery and RabbitMQ for scheduling UM's transfers into APTrust #digitalpreservation #Python https://t.co/5ikKNkewnV","","","","https://twitter.com/ajamielittle/status/776559842362208256/photo/1"
"776549343440412672","","","2016-09-15 22:32:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“Writing an App for iPad 1” by CrowdCam https://t.co/MI8oQF3I3j","","","","https://medium.com/@CrowdCam/writing-an-app-for-ipad-1-7ff928b18d31#.skgpckuqv"
"776538420688457728","","","2016-09-15 21:49:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sometimes stuff I do sounds like word salad: ""... we have some Celery tasks to create bags which are transferred to the receiving bucket""","","","",""
"775788447994970112","775788338259394560","1685831","2016-09-13 20:09:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ajamielittle ""This page contains material which is kept because it is considered humorous. Please do not take it seriously.""","","","",""
"775788338259394560","","","2016-09-13 20:08:47 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Wikipedia:Unusual articles - Wikipedia, the free encyclopedia https://t.co/Ua7TJWh1ox","","","","https://en.wikipedia.org/wiki/Wikipedia:Unusual_articles"
"775497570378362881","","","2016-09-13 00:53:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Libtiff goes offline https://t.co/w5zG70qEPw via @garym03062","","","","https://madfileformatscience.garymcgath.com/2016/09/08/libtiff-offline/"
"775428348348600320","","","2016-09-12 20:18:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Running FITS on terabytes of data 😴💤  every once in a while I go get to work with actual big data","","","",""
"775419446324322304","","","2016-09-12 19:42:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @miah_: Reasons I won’t buy a off the shelf consumer NAS: https://t.co/995H74Aplu","775391660721057794","14260840","2016-09-12 17:52:32 +0000","http://www.scmagazineuk.com/hackers-hit-seagate-nas-devices-with-cryptomining-malware/article/521842/,http://www.scmagazineuk.com/hackers-hit-seagate-nas-devices-with-cryptomining-malware/article/521842/"
"774972246829961216","","","2016-09-11 14:05:56 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Command-line tools can be 235x faster than your Hadoop cluster by @aadrake https://t.co/cFkybJM0CK","","","","http://aadrake.com/command-line-tools-can-be-235x-faster-than-your-hadoop-cluster.html"
"774770172607488000","","","2016-09-11 00:42:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Haiku Vector Icon Format by Leah Hanson – she examines the format using a hex editor and the parser source 🤘 https://t.co/Id2Qya2cR0","","","","http://blog.leahhanson.us/post/recursecenter2016/haiku_icons.html"
"774640789754347521","","","2016-09-10 16:08:51 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","The Average Web Page (Data from Analyzing 8 Million Websites) | CSS-Tricks https://t.co/EPiPv7NAwG","","","","https://css-tricks.com/average-web-page-data-analyzing-8-million-websites/"
"774334307573854209","","","2016-09-09 19:51:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @jaytholen: Oh, wow, looks like there's a new message! I wonder what it says!
Kickstarter here: https://t.co/LAqiwGgNcX RT pls! https://…","774326326727700480","15927538","2016-09-09 19:19:17 +0000","http://kck.st/2ctBq5Z,http://kck.st/2ctBq5Z,https://twitter.com/jaytholen/status/774326326727700480/photo/1"
"774324886756069376","","","2016-09-09 19:13:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SongExploder: Can we talk about the 1/8"" headphone jack? For years, it's been a tremendous resource to anyone doing creative or lo-fi r…","774285910930186240","2249590315","2016-09-09 16:38:41 +0000",""
"773903932263428097","","","2016-09-08 15:20:50 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Interview with Jim Hall of FreeDOS | https://t.co/2Td6ba98JT https://t.co/ejARSJRFHk","","","","http://Opensource.com,https://opensource.com/life/16/9/interview-jim-hall-freedos"
"773524028103528448","","","2016-09-07 14:11:14 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","excel-messenger: A Terrible Experiment In VBA | Tristan Calderbank https://t.co/n5Uxy6zYA7","","","","http://tristancalderbank.com/2016/09/06/excel-messenger-a-terrible-experiment-in-vba/"
"773521766023041024","","","2016-09-07 14:02:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @OuillonBernard: Session 3.2 archives blockchain and standart OAIS #ICASeoul2016 https://t.co/wgWaUaAjmx","773419635081347072","287152964","2016-09-07 07:16:25 +0000","https://twitter.com/OuillonBernard/status/773419635081347072/photo/1,https://twitter.com/OuillonBernard/status/773419635081347072/photo/1"
"773520481156751364","","","2016-09-07 13:57:08 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","RT @tjowens: ""Building the Lean Repository” @nathan_avant on OAIS, @NDSA2 LoDP &amp; @dchud's emperor's new repo for digipres class https://t.c…","772630681746862080","10034972","2016-09-05 03:01:23 +0000","http://www.dighist.org/2016/09/building-the-lean-repository/"
"773303325139865600","","","2016-09-06 23:34:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @partytimeHXLNT: TIL that in 1995, someone put MacOS on a Sega Genesis cartridge.

https://t.co/JdowCnUAQU https://t.co/k2AOWv2yl0","773252820824752128","178932440","2016-09-06 20:13:33 +0000","http://www.nobadmemories.com/blog/2016/09/todays-book-apple-tshirts/,https://twitter.com/partytimeHXLNT/status/773252820824752128/photo/1,http://www.nobadmemories.com/blog/2016/09/todays-book-apple-tshirts/,https://twitter.com/partytimeHXLNT/status/773252820824752128/photo/1"
"773247135290683392","","","2016-09-06 19:50:57 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","The hippest internet cafe of 1995 - Vox https://t.co/435vasGHgf","","","","http://www.vox.com/2016/8/24/12593214/internet-cafe-history"
"773225998259200002","","","2016-09-06 18:26:58 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Dexecure Blog – Impact of metadata on Image Performance https://t.co/R636qtsNab","","","","https://blog.dexecure.com/impact-of-metadata-on-image-performance/"
"773150390867099648","","","2016-09-06 13:26:32 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Marxist JS - The Classless Javascript Manifesto https://t.co/6o7LVrPoPC","","","","http://marxist.js.org/"
"772803245420998656","","","2016-09-05 14:27:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tjowens: ""Digital Obsolescence: Reproducing Floppy Data Cables"" it's like digipres Macgyver https://t.co/XGeooS0OiW","772794763200331776","10034972","2016-09-05 13:53:24 +0000","http://openpreservation.org/blog/2016/09/02/digital-obsolescence-reproducing-data-cables/,http://openpreservation.org/blog/2016/09/02/digital-obsolescence-reproducing-data-cables/"
"771761160492318720","","","2016-09-02 17:26:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Blockchain might really have magical powers https://t.co/5jInrWLl4V via @BV","","","","http://bv.ms/2bTrEtq"
"771760505971179520","","","2016-09-02 17:23:37 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Code Thoughts – Think Before You Parallelize https://t.co/HivNEMzTXw","","","","https://jackmott.github.io/programming/2016/08/30/think-before-you-parallelize.html"
"771750863320866816","","","2016-09-02 16:45:18 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","CertSimple: It's happened: current Chrome is warning users about insecure pages –next should be a CloudFlare warning https://t.co/SdQf1LX8YO","","","","https://certsimple.com/blog/your-connection-to-this-site-is-not-private"
"771730581109542912","","","2016-09-02 15:24:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Slides from a presentation I'm doing about the #python SSH tool #fabric later today https://t.co/ZGKelIJdiH","","","","https://slides.com/ajamielittle/fab/fullscreen#/"
"771728813822709760","","","2016-09-02 15:17:41 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","O'Reilly Media – Free Data Ebook Archive (An archive of all O'Reilly data ebooks) https://t.co/J6yeNYrDbt","","","","http://www.oreilly.com/data/free/archive.html"
"771727842610647040","","","2016-09-02 15:13:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @benglabs: 'Software doesn't want to retire': @info_NCDD post on software sustainability https://t.co/0qLr2uUxtN [NL] #digipres https://…","771711533676126208","1308739496","2016-09-02 14:09:01 +0000","http://bit.ly/2bINRMS,http://bit.ly/2bINRMS,https://twitter.com/benglabs/status/771711533676126208/photo/1"
"771690998363807744","","","2016-09-02 12:47:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I'm using git submodules in a project, but everything I've read about them is largely negative. I don't think they are that bad...","","","",""
"771508687248785408","","","2016-09-02 00:42:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/glgRWdrnxV Experimenting with #gamedev using SDL2 and plain C https://t.co/1BTkCi2Cgf","","","","http://gph.is/2cjnSgO?tc=1,https://github.com/little9/grassland"
"771415314001166336","","","2016-09-01 18:31:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @chriswithpants: How to fill out security questions. https://t.co/sOwxv9LgJO","770435827142840320","112714089","2016-08-30 01:39:49 +0000","https://twitter.com/chriswithpants/status/770435827142840320/photo/1,https://twitter.com/chriswithpants/status/770435827142840320/photo/1"
"771171758229643264","","","2016-09-01 02:24:09 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","yakking – How difficult is it to preserve (filesystem) metadata when moving a file? https://t.co/rMB48lazLc","","","","https://yakking.branchable.com/posts/moving-files-4-stat/"
"771104643292270592","","","2016-08-31 21:57:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A Monorepo vs Manyrepos // Speaker Deck by Fabien Potencier https://t.co/Jbte06n3sI","","","","https://speakerdeck.com/fabpot/a-monorepo-vs-manyrepos"
"771100783114915840","","","2016-08-31 21:42:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GaucheArtist: Dragon Quest III (NES, SNS, GBC). https://t.co/vSLazGUnxx","769819302123937792","3786952275","2016-08-28 08:49:58 +0000","https://twitter.com/GaucheArtist/status/769819302123937792/photo/1,https://twitter.com/GaucheArtist/status/769819302123937792/photo/1"
"770997124150558720","","","2016-08-31 14:50:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rclone - rsync for cloud storage https://t.co/pxSCkMGEgm via @njcw","","","","http://rclone.org/"
"770970506854076416","","","2016-08-31 13:04:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bitfield: Amazing bash wizardry, courtesy of @lito_nico. RT if there was at least one trick here that you didn't know. https://t.co/OyA…","770968576446590977","14375294","2016-08-31 12:56:47 +0000","http://samrowe.com/wordpress/advancing-in-the-bash-shell/"
"770786748431425536","","","2016-08-31 00:54:16 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Minio – an open source object storage server compatible with the Amazon S3 API + an awesome UI https://t.co/UfyNxkC69f","","","","https://minio.io/"
"770710373095858176","770709307285438465","1685831","2016-08-30 19:50:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ablwr @benfinoradin @internetarchive @footage @textfiles if the file is being seeded and P2P traffic isn't blocked by IT / your provider","","","",""
"770709307285438465","770705409325793280","21835813","2016-08-30 19:46:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ablwr @benfinoradin @internetarchive @footage @textfiles you can upload materials to IA with a torrent file https://t.co/J3P3v9XFPc","","","","https://archive.org/post/936820/uploading-via-torrent-how-please"
"770678359009456128","","","2016-08-30 17:43:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I set up GPG signing in @github &amp; git and now all my commits feel extra special with the 'Verified' label by them. https://t.co/Jr23UchkRM","","","","https://help.github.com/articles/adding-a-new-gpg-key-to-your-github-account/"
"770675478994624512","","","2016-08-30 17:32:07 +0000","<a href=""http://spotify.com"" rel=""nofollow"">Spotify</a>","#NowPlaying Maiysha by Miles Davis ♫ https://t.co/sBBItQZpe0","","","","http://spoti.fi/16Qv6NR"
"770660762184478720","","","2016-08-30 16:33:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ink Press Productions — Publishing via sneakernet https://t.co/3l2G9OxyB3","","","","http://inkpressproductions.tumblr.com/post/149699884121/notes-from-the-coder-happy-coding"
"770617635201544192","","","2016-08-30 13:42:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @anjacks0n: Woah https://t.co/KVGIDDUORt","770617438694174720","1701371","2016-08-30 13:41:29 +0000","https://twitter.com/chrispiecom/status/704682709008957444,https://twitter.com/chrispiecom/status/704682709008957444"
"770609778343174145","","","2016-08-30 13:11:03 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","VMware says, “We’re not dead,” | Ars Technica https://t.co/JVfsvMnTn4","","","","http://arstechnica.com/information-technology/2016/08/vmware-says-were-not-dead-updates-fusion-and-workstation-for-free/"
"770601947598643201","","","2016-08-30 12:39:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A modern replacement for Rick Astley dependent rickrolls: Dinner - Turn Me On https://t.co/jnuJENpMAF","","","","https://youtu.be/Cor6bY__IVc"
"770327373732511744","","","2016-08-29 18:28:52 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Practical Tor Hidden Services – about @torproject 's hidden services protocol https://t.co/aDMCCkL2Ps","","","","http://jamielittle.org/2016/08/28/hidden.html"
"770287784775024641","","","2016-08-29 15:51:33 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Good logging practice in Python « Victor Lin's coding notes https://t.co/EHIzeZYfKh","","","","http://victorlin.me/posts/2012/08/26/good-logging-practice-in-python"
"770267921893486593","","","2016-08-29 14:32:38 +0000","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","Academic Torrents: 15.47 TB of research data – sad that P2P traffic is blocked on so many campuses https://t.co/XGUb76sGZL","","","","http://academictorrents.com/"
"769606585198968832","","","2016-08-27 18:44:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LGBTQ_GA: A great new article on the @LGBTQ_GA on Kill Screen. Some minor corrections though: My current RA's work is... https://t.co/m…","769603274018357248","748205078465511424","2016-08-27 18:31:33 +0000","http://fb.me/7HqCczPFW"
